date,daily_pnl_atr
2025-07-22,13.355283949337876
2025-07-23,18.63960846649847
2025-07-24,14.240456242026124
2025-07-25,10.676412728459791
2025-07-28,9.116012108009874
2025-07-29,13.056103731398371
2025-07-30,12.359854207234454
2025-07-31,16.305544993979773
2025-08-01,9.962613284427169
2025-08-04,22.8652949025955
2025-08-05,10.333899736769983
2025-08-06,18.47591493954811
2025-08-07,18.131612051130325
2025-08-08,14.182239133114292
2025-08-11,15.514040084905874
2025-08-12,15.82742028333776
2025-08-13,11.960558698325878
2025-08-14,6.592609568463415
2025-08-15,5.987730742339491
2025-08-18,10.756642905317081
2025-08-19,5.114203051109341
2025-08-20,14.553956188699726
2025-08-21,10.69359477231398
2025-08-22,13.431411739796836
2025-08-25,8.500544058139525
2025-08-26,11.850977771466507
2025-08-27,22.24415832396622
2025-08-28,12.745723439874562
2025-08-29,11.189311143866298
2025-09-01,0.0
2025-09-02,11.69774008563567
2025-09-03,17.429654961354526
2025-09-04,29.233650858874515
2025-09-05,14.9937810971909
2025-09-08,12.91873517062985
2025-09-09,9.792747911377315
2025-09-10,8.665128831649664
2025-09-11,15.88742287089378
2025-09-12,11.692249992140761
2025-09-15,8.043713183994985
2025-09-16,5.9949911243564
2025-09-17,18.131110590691783
2025-09-18,9.216788396360736
2025-09-19,13.240680416379844
2025-09-22,12.725996028116489
2025-09-23,6.68742908352717
2025-09-24,8.030313626909246
2025-09-25,9.997299685734486
2025-09-26,16.656998579237932
2025-09-29,12.270315554118994
2025-09-30,12.913119130520633
2025-10-01,12.635655282741935
2025-10-02,8.242942097378425
2025-10-03,16.973860025679574
2025-10-06,12.205166668494453
2025-10-07,11.48372115763646
2025-10-08,16.289433764865024
2025-10-09,9.380365923168164
2025-10-10,6.311691219882241
2025-10-13,17.215950028966933
2025-10-14,11.335391235592404
2025-10-15,18.558243224082016
2025-10-16,8.248633317577339
2025-10-17,11.652489646351398
2025-10-20,15.89786578447478
2025-10-21,12.153254949621031
2025-10-22,12.798416108626823
2025-10-23,11.379218722217141
2025-10-24,9.048249626566502
2025-10-27,22.11860340428244
2025-10-28,14.34021978527425
2025-10-29,4.1697855803058275
2025-10-30,7.687978609476628
2025-10-31,17.107832002168283
2025-11-03,8.526847173694806
2025-11-04,3.317846327734352
2025-11-05,15.105934969520215
2025-11-06,9.227392678457438
2025-11-07,13.100525901653983
2025-11-10,20.41864085288039
2025-11-11,9.069069482857985
2025-11-12,7.122369861392276
2025-11-13,4.395906353060002
2025-11-14,9.958917621918443
2025-11-17,12.955927988771968
2025-11-18,6.48679793273335
2025-11-19,10.085802900469854
2025-11-20,13.467865247100208
2025-11-21,20.22038073301714
2025-11-24,22.719813574043073
2025-11-25,13.898364836291291
2025-11-26,14.461716661479615
2025-11-27,0.0
2025-11-28,16.772153077519132
2025-12-01,10.158070160541135
2025-12-02,17.182840933135186
2025-12-03,11.645689533249593
2025-12-04,10.320799113614884
2025-12-05,16.83929704398419
2025-12-08,6.949691542396498
2025-12-09,6.0013148559560525
2025-12-10,12.716301425154423
2025-12-11,11.092883501721632
2025-12-12,7.888957932440951
2025-12-15,6.6136405641360785
2025-12-16,15.454934913175226
2025-12-17,5.042031309494893
2025-12-18,19.373574441744243
2025-12-19,13.244145527103925
2025-12-22,6.829397429600189
2025-12-23,15.918813199512083
2025-12-24,9.573769067426445
2025-12-25,0.0
2025-12-26,4.231828895197048
2025-12-29,9.858335189247876
2025-12-30,9.90425963996715
2025-12-31,6.463697085257628
2026-01-01,0.0
2026-01-02,11.586194152888368
2026-01-05,16.30470735399844
2026-01-06,14.998050436423357
2026-01-07,9.40741406073644
2026-01-08,5.721425709133138
2026-01-09,16.719210829250297
2026-01-12,13.268970044088185
2026-01-13,17.58608298185705
2026-01-14,21.14693952155143
2026-01-15,10.652907708511876
2026-01-16,9.152524259075498
2026-01-19,0.0
2026-01-20,3.5107691064815554
2026-01-21,14.1235516252602
2026-01-22,16.58658884719822
2026-01-23,10.148384036777077
2026-01-26,10.716211798322298
2026-01-27,6.870048901372951
2026-01-28,7.029824190113362
2026-01-29,16.708127389664185
2026-01-30,9.902209065446536
2026-02-02,13.62208094259914
2026-02-03,7.364910877470346
2026-02-04,6.641186089091014
2026-02-05,8.134051363702941
2026-02-06,18.125378107289347
2026-02-09,14.080856137347808
2026-02-10,8.819731291280334
2026-02-11,7.220039049730383
2026-02-12,6.655288646215189
2026-02-13,4.639087710548776
2026-02-16,0.0
2026-02-17,12.488546251694896
2026-02-18,11.420716093898882
2026-02-19,7.089176888937809
2026-02-20,12.975218508235695
2026-02-23,7.5941891513399025
2026-02-24,6.41075303527013
2026-02-25,11.39804168934415
2026-02-26,8.721596733540812
2026-02-27,6.899297714052013
2026-03-02,12.524454183245965
2026-03-03,8.297293429404771
2026-03-04,9.730021016932927
2026-03-05,9.85941450083788
2026-03-06,8.94159269000808
2026-03-09,26.33832990986591
2026-03-10,12.059273809863901
2026-03-11,9.576202271330992
2026-03-12,5.32511346915583
2026-03-13,19.707084978746042
2026-03-16,20.979892632823244
2026-03-17,8.168403926194744
2026-03-18,6.414197660319212
2026-03-19,11.741759574628485
2026-03-20,4.408502708513603
2026-03-23,19.84218543667821
2026-03-24,11.434049139066383
2026-03-25,15.283047172567619
2026-03-26,7.252443692158491
2026-03-27,5.412814337709521
2026-03-30,10.568612044002826
2026-03-31,20.401263082420428
2026-04-01,15.192455519580362
2026-04-02,11.513879212170217
2026-04-03,0.0
2026-04-06,19.498560957474247
2026-04-07,21.711726477651116
2026-04-08,19.050058372905788
2026-04-09,22.059007121021782
2026-04-10,11.063822823641502
2026-04-13,26.298738642386134
2026-04-14,23.174556169898732
2026-04-15,21.54033934016766
2026-04-16,10.69942522242927
