sl,ta,td,year,n,ev,wr,std,ambig_pct,avg_hold
1.0,1.0,0.2,2025,8990,0.12062497457035977,0.6232480533926585,0.4063073659191031,0.006674082313681869,3.0253615127919913
1.0,1.0,0.2,2026,2563,0.1362580954914435,0.6211470932500975,0.5394793166072805,0.005852516582130316,3.2091299258681234
1.0,1.5,0.2,2025,7102,0.12067712937305063,0.8030132357082512,0.6907628404397106,0.006899464939453675,5.466065896930442
1.0,1.5,0.2,2026,2036,0.14944084689977608,0.8172888015717092,0.7789918189345245,0.0068762278978389,5.777013752455796
1.5,1.5,0.2,2025,6820,0.14881867213600192,0.6288856304985337,0.505656904775203,0.0020527859237536657,6.111876832844575
1.5,1.5,0.2,2026,1941,0.157927380194755,0.615146831530139,0.6466738762363846,0.0015455950540958269,6.5363214837712516
