entry_idx,exit_idx,total_pnl_atr,symbol,variant,move_atr
7649,7650,0.38963013667873636,QQQ,orig,
7654,7655,0.49386098449130655,QQQ,orig,
7686,7687,0.15307435805834285,QQQ,orig,
7717,7718,0.04401930150233435,QQQ,orig,
7790,7791,0.5335620118198058,QQQ,orig,
7805,7806,0.11991456396320446,QQQ,orig,
7811,7812,0.19283982750259976,QQQ,orig,
7857,7858,0.35566200541161397,QQQ,orig,
7859,7860,0.20608734747948143,QQQ,orig,
7865,7866,0.018273770331642153,QQQ,orig,
7869,7870,-0.03820029356428131,QQQ,orig,
7872,7873,0.2766048139530605,QQQ,orig,
7876,7877,0.22884802845720087,QQQ,orig,
7881,7882,-0.0297023511755964,QQQ,orig,
8065,8066,0.10695163305372274,QQQ,orig,
8070,8071,0.33456807852823356,QQQ,orig,
8072,8073,0.09970947489622842,QQQ,orig,
8075,8076,0.41285441106157517,QQQ,orig,
8089,8090,0.17103785832072715,QQQ,orig,
8091,8092,0.35216024989647704,QQQ,orig,
8096,8097,0.04270844230548643,QQQ,orig,
8098,8099,0.1102152816035589,QQQ,orig,
8104,8105,0.39079091907748065,QQQ,orig,
8112,8114,0.012174739464038326,QQQ,orig,
8116,8117,-0.01278277371629774,QQQ,orig,
8119,8120,-0.036374997330016035,QQQ,orig,
8122,8123,0.15502696322327655,QQQ,orig,
8202,8203,0.19727864130702083,QQQ,orig,
8207,8208,0.11318181377721487,QQQ,orig,
8212,8213,-0.0024183113923307853,QQQ,orig,
8214,8215,0.12682220451756,QQQ,orig,
8216,8217,0.003987401152751591,QQQ,orig,
8218,8219,0.2804215785143395,QQQ,orig,
8220,8221,0.08670767453775513,QQQ,orig,
8222,8223,-0.033918059005610846,QQQ,orig,
8224,8225,0.43538889204065356,QQQ,orig,
8227,8228,0.08886652695071998,QQQ,orig,
8229,8230,0.12637681961590153,QQQ,orig,
8242,8243,0.015914398686654424,QQQ,orig,
8245,8246,0.041461949345034776,QQQ,orig,
